_id,subcategory,video_summary,video_description,transcription,risk_status,justification,combined_text
67355b9e7674d968477cfa57,"Room Settings, Furniture Layout, Environmental Changes","A man is shown sitting at a desk in various settings, including an office with a window and a room with a TV, with minor changes in the surroundings, such as the addition of more chairs or a table, and occasionally standing or sitting in a chair, but overall the scene remains relatively static.","[{""time"": 0.0, ""caption"": ""there is a room with a desk and chairs and a window with blinds""}, {""time"": 1.0, ""caption"": ""there is a man sitting at a desk in a room with a window""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 3.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 5.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 6.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 7.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 8.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 9.0, ""caption"": ""there is a room with a lot of chairs and a table""}, {""time"": 10.0, ""caption"": ""there is a room with a lot of chairs and a table""}, {""time"": 11.0, ""caption"": ""there is a room with a desk, chairs, and a tv in it""}, {""time"": 12.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 13.0, ""caption"": ""there is a man sitting at a desk in a room with a window""}, {""time"": 14.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 15.0, ""caption"": ""there is a room with a desk, chairs, and a television""}, {""time"": 16.0, ""caption"": ""there is a room with a lot of chairs and a tv""}]",,,,"Room Settings, Furniture Layout, Environmental Changes A man is shown sitting at a desk in various settings, including an office with a window and a room with a TV, with minor changes in the surroundings, such as the addition of more chairs or a table, and occasionally standing or sitting in a chair, but overall the scene remains relatively static. [{""time"": 0.0, ""caption"": ""there is a room with a desk and chairs and a window with blinds""}, {""time"": 1.0, ""caption"": ""there is a man sitting at a desk in a room with a window""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 3.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 5.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 6.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 7.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 8.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 9.0, ""caption"": ""there is a room with a lot of chairs and a table""}, {""time"": 10.0, ""caption"": ""there is a room with a lot of chairs and a table""}, {""time"": 11.0, ""caption"": ""there is a room with a desk, chairs, and a tv in it""}, {""time"": 12.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 13.0, ""caption"": ""there is a man sitting at a desk in a room with a window""}, {""time"": 14.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 15.0, ""caption"": ""there is a room with a desk, chairs, and a television""}, {""time"": 16.0, ""caption"": ""there is a room with a lot of chairs and a tv""}]"
67355ba47674d968477cfa62,"Vehicle Features, Urban Driving, Automotive Technology","The video showcases a blue sports car in various settings, including a garage, city streets, and nighttime driving, with close-up shots of the car's dashboard and a person driving, highlighting the vehicle's features and performance in different environments.","[{""time"": 0.0, ""caption"": ""a close up of a blue sports car with a quote on it""}, {""time"": 1.0, ""caption"": ""a close up of a blue sports car parked in a garage""}, {""time"": 2.0, ""caption"": ""there is a man sitting on a blue car with a caption""}, {""time"": 3.0, ""caption"": ""a close up of a blue sports car parked on a city street""}, {""time"": 4.0, ""caption"": ""someone is pressing the button on a car ' s dashboard""}, {""time"": 5.0, ""caption"": ""a close up of a car dashboard with a person driving it""}, {""time"": 6.0, ""caption"": ""a close up of a blue sports car driving down a road""}, {""time"": 7.0, ""caption"": ""there is a car driving down the street at night with a city in the background""}, {""time"": 8.0, ""caption"": ""there is a car driving down the street at night with a city in the background""}, {""time"": 9.0, ""caption"": ""a close up of a person sitting in a car at night""}, {""time"": 10.0, ""caption"": ""a close up of a car driving on a city street at night""}]",,,,"Vehicle Features, Urban Driving, Automotive Technology The video showcases a blue sports car in various settings, including a garage, city streets, and nighttime driving, with close-up shots of the car's dashboard and a person driving, highlighting the vehicle's features and performance in different environments. [{""time"": 0.0, ""caption"": ""a close up of a blue sports car with a quote on it""}, {""time"": 1.0, ""caption"": ""a close up of a blue sports car parked in a garage""}, {""time"": 2.0, ""caption"": ""there is a man sitting on a blue car with a caption""}, {""time"": 3.0, ""caption"": ""a close up of a blue sports car parked on a city street""}, {""time"": 4.0, ""caption"": ""someone is pressing the button on a car ' s dashboard""}, {""time"": 5.0, ""caption"": ""a close up of a car dashboard with a person driving it""}, {""time"": 6.0, ""caption"": ""a close up of a blue sports car driving down a road""}, {""time"": 7.0, ""caption"": ""there is a car driving down the street at night with a city in the background""}, {""time"": 8.0, ""caption"": ""there is a car driving down the street at night with a city in the background""}, {""time"": 9.0, ""caption"": ""a close up of a person sitting in a car at night""}, {""time"": 10.0, ""caption"": ""a close up of a car driving on a city street at night""}]"
67355bab7674d968477cfa84,"Luxury Vehicles, Wealthy Lifestyle, High-End Settings","The video description alternates between unrelated scenes, including a bathroom with a yellow tile floor, a man in a pool with a suitcase, and various cars in showrooms and garages, with a focus on a blue Lamborghini model, showcasing its design and presence in different settings, without an apparent narrative connection.","[{""time"": 0.0, ""caption"": ""there is a picture of a bathroom with a yellow tile floor""}, {""time"": 1.0, ""caption"": ""there is a yellow light shining on a yellow floor""}, {""time"": 2.0, ""caption"": ""there is a man standing in a pool with a suitcase""}, {""time"": 3.0, ""caption"": ""there are two cars parked in a garage with a sign on the wall""}, {""time"": 4.0, ""caption"": ""a close up of a blue sports car in a showroom""}, {""time"": 5.0, ""caption"": ""a close up of a blue sports car parked in a garage""}, {""time"": 6.0, ""caption"": ""a close up of a blue lambino parked in a garage""}, {""time"": 7.0, ""caption"": ""a close up of a blue lamb car in a garage""}, {""time"": 8.0, ""caption"": ""a man standing next to a blue lamb car in a garage""}, {""time"": 9.0, ""caption"": ""a blue lamb car parked in a garage with a white car""}, {""time"": 10.0, ""caption"": ""a close up of a blue lambino parked in a garage""}, {""time"": 11.0, ""caption"": ""a blue lamb car parked in a garage with a white car""}, {""time"": 12.0, ""caption"": ""a close up of a blue lamborgon parked in a parking lot""}, {""time"": 13.0, ""caption"": ""a close up of a blue lamb car in a garage""}, {""time"": 14.0, ""caption"": ""a close up of a blue lamb car in a garage""}, {""time"": 15.0, ""caption"": ""a blue lamb sports car parked in a garage with other cars""}]",,,,"Luxury Vehicles, Wealthy Lifestyle, High-End Settings The video description alternates between unrelated scenes, including a bathroom with a yellow tile floor, a man in a pool with a suitcase, and various cars in showrooms and garages, with a focus on a blue Lamborghini model, showcasing its design and presence in different settings, without an apparent narrative connection. [{""time"": 0.0, ""caption"": ""there is a picture of a bathroom with a yellow tile floor""}, {""time"": 1.0, ""caption"": ""there is a yellow light shining on a yellow floor""}, {""time"": 2.0, ""caption"": ""there is a man standing in a pool with a suitcase""}, {""time"": 3.0, ""caption"": ""there are two cars parked in a garage with a sign on the wall""}, {""time"": 4.0, ""caption"": ""a close up of a blue sports car in a showroom""}, {""time"": 5.0, ""caption"": ""a close up of a blue sports car parked in a garage""}, {""time"": 6.0, ""caption"": ""a close up of a blue lambino parked in a garage""}, {""time"": 7.0, ""caption"": ""a close up of a blue lamb car in a garage""}, {""time"": 8.0, ""caption"": ""a man standing next to a blue lamb car in a garage""}, {""time"": 9.0, ""caption"": ""a blue lamb car parked in a garage with a white car""}, {""time"": 10.0, ""caption"": ""a close up of a blue lambino parked in a garage""}, {""time"": 11.0, ""caption"": ""a blue lamb car parked in a garage with a white car""}, {""time"": 12.0, ""caption"": ""a close up of a blue lamborgon parked in a parking lot""}, {""time"": 13.0, ""caption"": ""a close up of a blue lamb car in a garage""}, {""time"": 14.0, ""caption"": ""a close up of a blue lamb car in a garage""}, {""time"": 15.0, ""caption"": ""a blue lamb sports car parked in a garage with other cars""}]"
67355bb47674d968477cfa95,"Digital Entertainment, Relaxation Techniques, Inspirational Quotes","A person is shown watching videos and working on a computer in various settings, including a dark room, a desk, and a chair. The scenes then shift to a man standing next to a blue sports car and sitting by the side of the road. The video also shows a man relaxing on a boat with a drink, and at one point, a quote appears on a computer screen.","[{""time"": 0.0, ""caption"": ""someone is watching a video on their computer in the dark""}, {""time"": 1.0, ""caption"": ""someone is sitting at a desk with a laptop and a monitor""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk with a computer and a monitor""}, {""time"": 3.0, ""caption"": ""someone is watching a video game on a computer screen""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk with a computer and a monitor""}, {""time"": 5.0, ""caption"": ""there is a man sitting in front of a computer screen with a quote on it""}, {""time"": 6.0, ""caption"": ""someone is watching a video on a computer screen with a quote""}, {""time"": 7.0, ""caption"": ""arafed man standing next to a blue sports car in a parking lot""}, {""time"": 8.0, ""caption"": ""arafed man standing next to a blue sports car in a parking lot""}, {""time"": 9.0, ""caption"": ""arafed man sitting on the side of the road next to a car""}, {""time"": 10.0, ""caption"": ""arafed man sitting on the side of the road next to a car""}, {""time"": 11.0, ""caption"": ""there is a man sitting in a chair with a laptop on his lap""}, {""time"": 12.0, ""caption"": ""there is a man sitting in a chair with a laptop on his lap""}, {""time"": 13.0, ""caption"": ""there is a man sitting in a chair with a laptop on his lap""}, {""time"": 14.0, ""caption"": ""there is a man sitting on a boat with a drink in his hand""}, {""time"": 15.0, ""caption"": ""there is a man sitting on a boat with a message on it""}]",,,,"Digital Entertainment, Relaxation Techniques, Inspirational Quotes A person is shown watching videos and working on a computer in various settings, including a dark room, a desk, and a chair. The scenes then shift to a man standing next to a blue sports car and sitting by the side of the road. The video also shows a man relaxing on a boat with a drink, and at one point, a quote appears on a computer screen. [{""time"": 0.0, ""caption"": ""someone is watching a video on their computer in the dark""}, {""time"": 1.0, ""caption"": ""someone is sitting at a desk with a laptop and a monitor""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk with a computer and a monitor""}, {""time"": 3.0, ""caption"": ""someone is watching a video game on a computer screen""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk with a computer and a monitor""}, {""time"": 5.0, ""caption"": ""there is a man sitting in front of a computer screen with a quote on it""}, {""time"": 6.0, ""caption"": ""someone is watching a video on a computer screen with a quote""}, {""time"": 7.0, ""caption"": ""arafed man standing next to a blue sports car in a parking lot""}, {""time"": 8.0, ""caption"": ""arafed man standing next to a blue sports car in a parking lot""}, {""time"": 9.0, ""caption"": ""arafed man sitting on the side of the road next to a car""}, {""time"": 10.0, ""caption"": ""arafed man sitting on the side of the road next to a car""}, {""time"": 11.0, ""caption"": ""there is a man sitting in a chair with a laptop on his lap""}, {""time"": 12.0, ""caption"": ""there is a man sitting in a chair with a laptop on his lap""}, {""time"": 13.0, ""caption"": ""there is a man sitting in a chair with a laptop on his lap""}, {""time"": 14.0, ""caption"": ""there is a man sitting on a boat with a drink in his hand""}, {""time"": 15.0, ""caption"": ""there is a man sitting on a boat with a message on it""}]"
67355bb77674d968477cfa9d,", , ",There is no content provided for analysis and summarization.,[],,,,", ,  There is no content provided for analysis and summarization. []"
67355bba7674d968477cfaac,"Goal Setting, Perseverance, Determination",Adapt plans but maintain the ultimate goal to ensure success and progress.,[],If the plan doesn't work change the plan but never the goal,,,"Goal Setting, Perseverance, Determination Adapt plans but maintain the ultimate goal to ensure success and progress. [] If the plan doesn't work change the plan but never the goal"
67355bbd7674d968477cfabf,"Threats, Aggressive Behavior, Interrogation","A person aggressively warns someone to remain silent about them, while also inquiring about Noah and getting dressed, using profanity and threats.",[],"I know a lot about you as well, you mad rat. I know a lot about you as well. You keep your mouth shut, kid. Let me take my picture. How's Noah? How's Noah, huh? Yeah, shut your mouth. Never speak about me. Everything about me. Watch yourself around me. Hold on, let me get my clothes on, my belt, my suit. Fuck you!",Medium,"['1. The content contains Verbal Aggression, indicating a potential for conflict escalation.', '2. The public confrontation may cause emotional distress to those involved or witnessing the incident.']","Threats, Aggressive Behavior, Interrogation A person aggressively warns someone to remain silent about them, while also inquiring about Noah and getting dressed, using profanity and threats. [] I know a lot about you as well, you mad rat. I know a lot about you as well. You keep your mouth shut, kid. Let me take my picture. How's Noah? How's Noah, huh? Yeah, shut your mouth. Never speak about me. Everything about me. Watch yourself around me. Hold on, let me get my clothes on, my belt, my suit. Fuck you! ['1. The content contains Verbal Aggression, indicating a potential for conflict escalation.', '2. The public confrontation may cause emotional distress to those involved or witnessing the incident.']"
67355bc07674d968477cfac5,"* No Content, * Missing Information, * Unavailable Data",There is no content to analyze or summarize.,[],,,,"* No Content, * Missing Information, * Unavailable Data There is no content to analyze or summarize. []"
67355bc57674d968477cfad2,"Emotional Connection, Romantic Affection, Intimacy Desire","I'm pleased to love you, enjoy caressing you, and putting you to sleep, it's thrilling to have you in front of me and make you smile.",[],"Me complace amarte, disfruto acariciarte y ponerte a dormir Es escalofriante tenerte de frente y hacerte sonreír Daría cualquier cosa por tan primorosa por estar siempre aquí  Y entre todas esas cosas déjame quererte entregaste a mí",,,"Emotional Connection, Romantic Affection, Intimacy Desire I'm pleased to love you, enjoy caressing you, and putting you to sleep, it's thrilling to have you in front of me and make you smile. [] Me complace amarte, disfruto acariciarte y ponerte a dormir Es escalofriante tenerte de frente y hacerte sonreír Daría cualquier cosa por tan primorosa por estar siempre aquí  Y entre todas esas cosas déjame quererte entregaste a mí"
67355bcb7674d968477cfaec,"Personal Development, Goal Achievement, Self Motivation","The video shows various scenes of people working in an office setting, with individuals typing on laptops, writing in notebooks, and sitting at desks with computer monitors. A voiceover advises viewers to focus on their work, ignore distractions, and prove their abilities to themselves before sharing their accomplishments with others.","[{""time"": 0.0, ""caption"": ""there is a man standing in a room with a laptop""}, {""time"": 1.0, ""caption"": ""there are people sitting at desks in a large room""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk with a dog in the background""}, {""time"": 3.0, ""caption"": ""someone is writing on a notebook with a pen and a computer monitor""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk with a computer on it""}, {""time"": 5.0, ""caption"": ""there is a man sitting at a desk with a computer and a notebook""}, {""time"": 6.0, ""caption"": ""there is a man sitting at a desk with a computer monitor""}, {""time"": 7.0, ""caption"": ""there is a man sitting at a desk with a computer""}, {""time"": 8.0, ""caption"": ""someone is writing on a piece of paper on a desk""}, {""time"": 9.0, ""caption"": ""there is a man sitting at a desk with a computer""}, {""time"": 10.0, ""caption"": ""there is a man walking in a room with a tv and a chair""}]","Listen, for now, put your head down and just work. Ignore the noise, ignore the distractions. Prove to yourself that you can really do it. And then go show the rest of the world that you did.",,,"Personal Development, Goal Achievement, Self Motivation The video shows various scenes of people working in an office setting, with individuals typing on laptops, writing in notebooks, and sitting at desks with computer monitors. A voiceover advises viewers to focus on their work, ignore distractions, and prove their abilities to themselves before sharing their accomplishments with others. [{""time"": 0.0, ""caption"": ""there is a man standing in a room with a laptop""}, {""time"": 1.0, ""caption"": ""there are people sitting at desks in a large room""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk with a dog in the background""}, {""time"": 3.0, ""caption"": ""someone is writing on a notebook with a pen and a computer monitor""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk with a computer on it""}, {""time"": 5.0, ""caption"": ""there is a man sitting at a desk with a computer and a notebook""}, {""time"": 6.0, ""caption"": ""there is a man sitting at a desk with a computer monitor""}, {""time"": 7.0, ""caption"": ""there is a man sitting at a desk with a computer""}, {""time"": 8.0, ""caption"": ""someone is writing on a piece of paper on a desk""}, {""time"": 9.0, ""caption"": ""there is a man sitting at a desk with a computer""}, {""time"": 10.0, ""caption"": ""there is a man walking in a room with a tv and a chair""}] Listen, for now, put your head down and just work. Ignore the noise, ignore the distractions. Prove to yourself that you can really do it. And then go show the rest of the world that you did."
67355bd17674d968477cfb04,"Indoor Settings, Office Environment, Domestic Space","A man is shown sitting at a desk in various settings, including an office, a room with a window, and a room with a TV and computer, with slight variations in the scene, eventually transitioning to the man sitting in a chair, and finally, an empty room with a desk, chairs, and a TV.","[{""time"": 0.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 1.0, ""caption"": ""there is a man sitting at a desk in a room with a window""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 3.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk in a room with a computer""}, {""time"": 5.0, ""caption"": ""there is a man sitting at a desk in a room with a computer""}, {""time"": 6.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 7.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 8.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 9.0, ""caption"": ""there is a room with a desk and chairs and a tv""}, {""time"": 10.0, ""caption"": ""there is a room with a desk, chairs, and a television""}]",,,,"Indoor Settings, Office Environment, Domestic Space A man is shown sitting at a desk in various settings, including an office, a room with a window, and a room with a TV and computer, with slight variations in the scene, eventually transitioning to the man sitting in a chair, and finally, an empty room with a desk, chairs, and a TV. [{""time"": 0.0, ""caption"": ""there is a man sitting at a desk in an office""}, {""time"": 1.0, ""caption"": ""there is a man sitting at a desk in a room with a window""}, {""time"": 2.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 3.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 4.0, ""caption"": ""there is a man sitting at a desk in a room with a computer""}, {""time"": 5.0, ""caption"": ""there is a man sitting at a desk in a room with a computer""}, {""time"": 6.0, ""caption"": ""there is a man sitting at a desk in a room with a tv""}, {""time"": 7.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 8.0, ""caption"": ""there is a man sitting in a chair in a room with a tv""}, {""time"": 9.0, ""caption"": ""there is a room with a desk and chairs and a tv""}, {""time"": 10.0, ""caption"": ""there is a room with a desk, chairs, and a television""}]"
