id,comment_mongodb_id,video_comment_id,reply_id,video_id,text,reply_posted_timestamp,reply_like_count,user_id,user_region,user_handle,user_avatar
11,6783c0c6cd22d1399897bc58,7449710712203887368,7450151221338866433,7449682653315337490,Haaaa yg ni betul😂,2024-12-19 15:51:55,1,6645520877931134978,MY,ahmadrisz,https://p16-sg.tiktokcdn.com/tos-alisg-avt-0068/dc72d5216fa434727a19263cc6c65be0~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=62986&ps=87d6e48a&refresh_token=f82ad795d36ddc9f68e2c93dd8f9a876&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
12,6783c0c6cd22d1399897bc58,7449710712203887368,7457202636796068626,7449682653315337490,oh😂😂😂😂 Holly,2025-01-07 15:55:05,0,7435331274333848583,MY,weplay.stevens,https://p16-sg.tiktokcdn.com/tos-alisg-avt-0068/3dc768b02ab27672b77478304b0ea86f~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=28120&ps=87d6e48a&refresh_token=7c18b7d197ad57b621661658d4e36737&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
13,6783c0c6cd22d1399897bc58,7449710712203887368,7450064230302139144,7449682653315337490,merry me have iPhone😂😂😂,2024-12-19 10:14:14,0,7435331274333848583,MY,weplay.stevens,https://p16-sg.tiktokcdn.com/tos-alisg-avt-0068/3dc768b02ab27672b77478304b0ea86f~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=28120&ps=87d6e48a&refresh_token=7c18b7d197ad57b621661658d4e36737&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
14,6783c0c6cd22d1399897bc59,7450704662778807047,7450704710405243666,7449682653315337490,merry Christmas too 🎄,2024-12-21 03:39:41,0,7388446890016916498,MY,sayonaranadia,https://p16-sg.tiktokcdn.com/tos-alisg-avt-0068/ce6bd790562bcd7e872aaf36dda9b78f~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=90201&ps=87d6e48a&refresh_token=f14115ccaf3880d4e372921d5d071176&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
15,6783c0c6cd22d1399897bc59,7450704662778807047,7450704902269190930,7449682653315337490,ada hadiah turun la bila tulis merry Christmas,2024-12-21 03:40:24,0,7388446890016916498,MY,sayonaranadia,https://p16-sg.tiktokcdn.com/tos-alisg-avt-0068/ce6bd790562bcd7e872aaf36dda9b78f~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=90201&ps=87d6e48a&refresh_token=f14115ccaf3880d4e372921d5d071176&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
16,6783c0c6cd22d1399897bc5b,7450262458802340626,7455488644549165831,7449682653315337490,😂,2025-01-03 01:04:05,0,6648571299818045442,MY,cyrildominiclanyau,https://p16-sg.tiktokcdn.com/tos-alisg-avt-0068/7329973469318873095~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=74492&ps=87d6e48a&refresh_token=ef4782f35d9e27113dbb55373cb31d95&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
17,6783c0c6cd22d1399897bc5b,7450262458802340626,7455527094358573831,7449682653315337490,😂😂,2025-01-03 03:33:01,0,6818728634448102401,MY,indai_balo,https://p16-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/5d97ece1ba4dd1570a5959680e00afae~tplv-tiktokx-cropcenter-q:100:100:q75.jpeg?dr=10794&idc=maliva&nonce=72350&ps=87d6e48a&refresh_token=c42d463a599a67e18e3cf1037aae4736&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
18,6783c0c6cd22d1399897bc5d,7449714584925913864,7451806660367319824,7449682653315337490,kau ingat kau tu hebat sangat la nak ejek dia dia buat apa Kat kau dia kacau kau ke dia buat apa Cuba cakap aku nak dengar,2024-12-24 02:55:54,6,7041873928776254490,MY,fakrull_epep,https://p77-sg.tiktokcdn.com/tos-alisg-avt-0068/52c25009fb20acd64a3b06b4f97dd322~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=37642&ps=87d6e48a&refresh_token=5f5f2a7ff9729cf75b09ce1d8185d7c9&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
19,6783c0c6cd22d1399897bc5d,7449714584925913864,7452096476307997448,7449682653315337490,pe mksud dia tu 8481,2024-12-24 21:40:41,0,6891793375604179970,MY,irahnur90,https://p16-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/0507a73407d32f108ecaa5fdde8832ba~tplv-tiktokx-cropcenter-q:100:100:q75.jpeg?dr=10794&idc=maliva&nonce=14688&ps=87d6e48a&refresh_token=227cf1e7e664793365fd241b8df76ac9&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
20,6783c0c6cd22d1399897bc5d,7449714584925913864,7453273540336812821,7449682653315337490,🗿,2024-12-28 01:48:21,0,7276849111402300418,MY,ar.atan69,https://p77-sg.tiktokcdn.com/tos-alisg-avt-0068/69c1f64f400a0e99c64bd2b914229a0c~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=28200&ps=87d6e48a&refresh_token=20bc2c449ff8e46c8a6a7baa6f4acbd9&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
21,6783c0c6cd22d1399897bc5d,7449714584925913864,7453273605473436417,7449682653315337490,tu bf pp tu kut 🤣,2024-12-28 01:48:32,0,7276849111402300418,MY,ar.atan69,https://p77-sg.tiktokcdn.com/tos-alisg-avt-0068/69c1f64f400a0e99c64bd2b914229a0c~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=28200&ps=87d6e48a&refresh_token=20bc2c449ff8e46c8a6a7baa6f4acbd9&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
22,6783c0c6cd22d1399897bc63,7450302860862964487,7450802866275336978,7449682653315337490,Veru interesting 🤨,2024-12-21 10:00:37,0,7403995329273824264,TH,mikespawpeace,https://p77-sg.tiktokcdn.com/tos-alisg-avt-0068/c4d8e0350a6a5756e2215236bec42285~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=43965&ps=87d6e48a&refresh_token=f9cccc552b677d06e752a561bd775330&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
23,6783c0c6cd22d1399897bc67,7451942921501655816,7452661118718313224,7449682653315337490,ecehhhhh,2024-12-26 10:11:34,0,6807684629232256002,MY,amm_raja_lawak,https://p77-sg.tiktokcdn.com/tos-alisg-avt-0068/dea09552d4deb8af15e670ad08869c50~tplv-tiktokx-cropcenter-q:100:100:q80.jpeg?dr=10794&idc=maliva&nonce=1965&ps=87d6e48a&refresh_token=7883a3f31714ab766c5f61e171104c05&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4
